rainfall_mm,avg_temp_c,min_temp_c,max_temp_c,soil_ph,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,fertilizer_kg_ha,irrigation_type,season,rice_variety,region,yield_ton_per_ha
146.2,35.4,30.9,39.9,6.5,61.0,79.0,70.7,355.9,Canal,Rabi,Basmati,Tamil Nadu,0.98
547.3,33.5,28.7,40.4,6.36,161.0,6.0,63.7,246.1,Borewell,Kharif,Basmati,Andhra Pradesh,5.71
1960.0,34.0,28.4,43.4,5.54,143.6,95.4,116.9,273.5,Rainfed,Kharif,Swarna,Punjab,9.98
1192.5,37.2,31.6,43.9,5.37,177.0,25.5,76.1,265.8,Canal,Kharif,IR64,Andhra Pradesh,6.22
1419.5,24.8,18.4,29.2,6.98,148.9,76.2,57.6,33.8,Rainfed,Kharif,IR64,Andhra Pradesh,1.17
14.7,24.8,20.7,30.0,5.69,71.7,77.6,130.3,119.9,Borewell,Kharif,Basmati,Tamil Nadu,0.92
1036.4,36.0,29.7,42.6,6.61,19.8,96.4,120.0,160.7,Borewell,Rabi,IR64,Punjab,5.71
75.1,33.9,27.0,39.3,6.99,157.4,60.7,59.0,177.8,Canal,Rabi,Basmati,Tamil Nadu,0.48
1138.5,36.7,30.3,43.0,6.01,102.8,45.1,67.1,336.8,Borewell,Kharif,Swarna,West Bengal,6.44
1841.5,21.1,15.7,27.1,5.18,154.5,62.2,142.9,210.2,Rainfed,Kharif,Swarna,West Bengal,8.84
1936.8,31.3,23.3,37.2,7.51,69.7,65.5,117.2,326.2,Canal,Rabi,Swarna,Punjab,8.13
1081.1,22.6,17.6,27.2,4.83,5.2,98.6,110.4,362.6,Canal,Rabi,Basmati,West Bengal,5.79
916.4,29.1,25.5,38.4,7.4,9.4,24.6,113.9,278.4,Rainfed,Rabi,MTU1010,Tamil Nadu,5.02
1890.0,22.8,15.7,31.0,7.43,120.7,101.6,16.4,45.3,Borewell,Kharif,IR64,Andhra Pradesh,10.68
1347.2,22.3,18.2,30.0,6.5,20.6,43.9,90.2,80.4,Rainfed,Rabi,MTU1010,Punjab,6.36
129.8,20.2,13.7,27.9,6.7,134.2,89.3,46.6,331.2,Borewell,Rabi,MTU1010,West Bengal,1.04
931.5,31.3,27.4,37.7,5.75,75.5,40.3,13.6,225.5,Borewell,Rabi,Swarna,Punjab,5.45
480.5,26.5,23.4,35.4,7.45,101.4,85.1,117.0,206.4,Rainfed,Rabi,Basmati,Punjab,6.05
939.6,21.9,18.1,31.5,5.42,144.2,95.9,48.7,387.5,Canal,Rabi,IR64,Tamil Nadu,6.84
910.9,25.8,20.9,29.8,6.46,45.6,67.0,49.6,147.2,Canal,Rabi,MTU1010,Punjab,5.97
1164.3,23.0,19.5,27.5,4.51,74.3,74.3,102.4,16.4,Canal,Rabi,MTU1010,West Bengal,0.03
713.5,37.0,33.0,45.0,7.79,131.3,84.9,106.6,102.1,Rainfed,Kharif,IR64,Andhra Pradesh,4.8
328.5,25.8,18.9,31.2,7.82,165.3,82.6,75.9,113.9,Canal,Kharif,Swarna,Tamil Nadu,5.89
1007.4,26.0,19.2,35.5,6.99,52.3,87.3,89.0,205.0,Canal,Kharif,MTU1010,Andhra Pradesh,8.16
1660.4,35.1,28.0,43.1,5.98,112.1,102.0,135.8,2.9,Rainfed,Kharif,MTU1010,Punjab,0.43
1328.0,31.7,24.5,37.9,5.13,171.2,26.5,17.1,395.3,Canal,Kharif,Swarna,Punjab,7.28
676.7,32.8,27.7,39.3,6.22,116.8,25.8,10.5,24.8,Borewell,Rabi,Swarna,Andhra Pradesh,0.31
1871.0,31.4,24.1,39.6,7.27,160.7,116.5,105.0,92.9,Rainfed,Kharif,Swarna,Andhra Pradesh,12.11
1824.4,37.0,31.4,41.9,6.62,169.2,102.2,96.6,269.0,Borewell,Kharif,MTU1010,West Bengal,10.22
418.7,23.7,18.4,33.0,6.35,167.3,71.0,29.7,391.0,Canal,Rabi,Swarna,Andhra Pradesh,7.27
78.8,37.8,31.2,41.8,7.47,136.5,1.0,83.5,204.7,Rainfed,Kharif,Swarna,Andhra Pradesh,1.14
1482.6,35.0,30.9,44.8,5.6,99.4,102.6,119.3,136.7,Rainfed,Rabi,IR64,West Bengal,7.27
1655.2,30.6,23.7,35.6,7.51,17.4,90.2,117.1,65.0,Rainfed,Kharif,IR64,West Bengal,7.33
1935.7,31.9,26.8,40.4,6.04,40.1,114.8,95.3,361.3,Rainfed,Rabi,Swarna,West Bengal,7.1
1779.7,31.7,28.0,35.9,4.51,46.0,1.6,20.9,20.0,Rainfed,Kharif,Swarna,Punjab,0.41
1201.1,21.1,17.5,27.6,7.06,6.0,3.4,48.6,28.0,Canal,Kharif,Swarna,Andhra Pradesh,0.92
1060.1,23.9,20.1,31.7,7.57,18.3,62.1,64.9,25.5,Canal,Kharif,Basmati,Punjab,0.92
55.7,37.3,29.9,41.7,6.2,53.1,102.7,126.1,186.6,Rainfed,Rabi,MTU1010,Tamil Nadu,1.07
493.3,29.6,21.7,36.3,6.09,16.3,119.0,87.0,372.5,Canal,Rabi,Swarna,Tamil Nadu,6.02
919.2,26.8,22.0,32.6,7.32,30.5,38.4,117.3,222.3,Rainfed,Rabi,IR64,West Bengal,5.92
1257.0,33.7,29.3,40.7,7.6,9.8,4.4,147.8,141.9,Rainfed,Kharif,IR64,Tamil Nadu,3.7
1114.5,29.4,25.3,36.5,7.91,75.0,23.5,99.8,95.4,Rainfed,Kharif,Basmati,Tamil Nadu,4.79
1485.3,20.2,13.1,28.9,5.71,147.8,105.2,37.9,205.8,Canal,Kharif,Basmati,Tamil Nadu,10.34
559.5,33.3,29.2,38.0,6.58,146.2,56.0,22.3,176.6,Borewell,Kharif,IR64,Andhra Pradesh,6.89
1129.9,33.2,25.6,37.7,7.38,162.9,102.4,0.1,37.4,Borewell,Rabi,IR64,West Bengal,0.26
176.3,23.0,16.6,29.4,6.36,134.2,53.3,28.1,2.5,Borewell,Rabi,MTU1010,West Bengal,0.55
827.3,37.2,29.7,46.5,6.12,44.0,6.4,43.1,238.0,Rainfed,Kharif,IR64,Andhra Pradesh,3.77
1500.3,24.0,18.3,33.2,6.5,126.4,74.1,43.2,343.4,Canal,Kharif,Basmati,Punjab,10.05
1386.8,28.2,21.8,35.6,5.75,135.7,52.3,106.7,243.5,Rainfed,Rabi,Basmati,West Bengal,8.44
1981.3,22.1,16.0,31.4,5.17,97.8,59.0,24.0,130.5,Canal,Kharif,Basmati,Tamil Nadu,7.84
555.8,30.9,23.7,39.7,4.73,145.3,113.9,69.7,61.3,Rainfed,Rabi,Basmati,Tamil Nadu,4.88
996.4,26.8,19.6,32.4,6.63,12.8,54.8,0.8,295.6,Borewell,Rabi,MTU1010,West Bengal,4.64
659.1,26.4,20.4,31.4,5.83,107.1,95.6,41.8,280.9,Rainfed,Kharif,Swarna,Punjab,6.64
881.2,34.9,28.7,40.7,7.59,86.4,7.1,6.6,338.8,Canal,Kharif,IR64,West Bengal,4.25
1713.9,20.2,12.6,25.5,5.28,144.9,57.5,113.5,393.1,Rainfed,Kharif,Swarna,West Bengal,8.54
1368.4,34.4,26.7,42.1,5.59,23.0,70.4,56.7,44.8,Rainfed,Kharif,MTU1010,West Bengal,4.98
1764.9,30.3,24.0,37.8,7.9,38.3,13.6,76.8,105.8,Canal,Rabi,MTU1010,Andhra Pradesh,6.02
407.0,37.7,34.7,45.3,6.45,100.6,36.3,121.8,137.5,Borewell,Rabi,MTU1010,Andhra Pradesh,4.28
1746.7,30.6,27.1,35.7,5.71,170.5,88.8,138.1,215.1,Borewell,Rabi,Swarna,Tamil Nadu,11.76
119.5,21.0,13.7,29.7,7.51,15.0,22.1,82.7,21.3,Borewell,Kharif,MTU1010,Punjab,0.93
1777.2,20.9,17.5,27.5,7.1,133.8,15.4,104.0,110.3,Rainfed,Rabi,Swarna,West Bengal,9.37
658.1,35.9,31.8,42.7,6.51,37.0,35.9,117.8,317.7,Rainfed,Rabi,Basmati,West Bengal,4.42
629.2,35.1,31.0,45.1,7.61,19.0,103.1,45.7,19.3,Rainfed,Kharif,MTU1010,Punjab,0.33
1024.2,26.2,20.2,31.9,4.83,71.1,91.6,113.2,327.2,Rainfed,Kharif,Swarna,Tamil Nadu,6.52
1881.4,31.1,25.2,37.5,5.88,104.9,93.2,104.6,73.9,Canal,Kharif,MTU1010,Andhra Pradesh,11.43
95.6,28.8,24.4,36.9,7.34,148.9,38.7,70.9,122.0,Rainfed,Kharif,IR64,Tamil Nadu,0.04
704.5,37.4,33.4,46.7,5.85,114.2,11.9,54.5,287.2,Canal,Kharif,Swarna,West Bengal,5.57
1713.1,37.1,30.3,41.9,7.74,88.5,3.8,155.8,305.8,Canal,Rabi,MTU1010,West Bengal,5.56
792.1,37.7,30.0,46.1,5.03,51.4,70.3,157.8,84.3,Borewell,Rabi,Basmati,Andhra Pradesh,4.34
398.3,35.6,32.3,45.1,5.68,52.7,84.3,111.2,162.1,Canal,Kharif,MTU1010,Punjab,4.88
849.6,36.4,32.7,42.9,5.99,138.7,45.3,61.5,96.8,Borewell,Kharif,Basmati,West Bengal,5.93
771.1,23.9,17.7,29.6,6.9,20.5,63.5,120.2,205.3,Rainfed,Kharif,Basmati,Andhra Pradesh,6.02
1830.8,35.0,27.9,43.0,5.18,26.4,33.5,108.7,261.0,Rainfed,Rabi,IR64,Andhra Pradesh,5.07
1523.9,32.8,25.8,38.2,4.53,129.6,43.7,87.2,108.0,Canal,Kharif,IR64,Tamil Nadu,7.66
1010.2,37.3,30.7,43.6,7.92,173.0,87.6,21.1,184.9,Canal,Kharif,IR64,Tamil Nadu,5.71
1976.7,30.3,22.8,39.7,7.65,21.6,86.2,151.5,214.3,Canal,Kharif,Basmati,West Bengal,9.04
930.6,21.5,17.4,29.1,5.55,109.7,3.4,37.2,167.6,Borewell,Kharif,Swarna,Andhra Pradesh,7.11
116.5,30.8,27.2,35.3,6.19,43.1,113.3,62.9,205.6,Canal,Kharif,MTU1010,Tamil Nadu,0.95
524.5,32.4,26.3,38.3,6.21,4.6,32.3,54.8,57.6,Rainfed,Kharif,MTU1010,Tamil Nadu,2.98
872.1,24.0,16.9,31.7,7.54,149.8,108.9,24.6,16.2,Canal,Kharif,IR64,Punjab,1.1
313.8,27.1,21.2,34.0,6.59,91.5,61.4,3.9,25.3,Rainfed,Kharif,MTU1010,West Bengal,0.3
1895.1,30.8,23.0,38.7,7.39,4.3,59.9,148.8,389.1,Rainfed,Kharif,Swarna,West Bengal,10.01
1533.7,26.7,19.8,35.3,7.69,161.2,54.1,118.3,29.6,Borewell,Kharif,MTU1010,Andhra Pradesh,0.99
536.6,26.7,20.2,33.6,6.48,96.4,110.7,3.3,154.4,Rainfed,Rabi,MTU1010,Andhra Pradesh,4.66
1181.6,22.4,19.1,32.3,5.5,132.7,25.0,110.0,316.7,Borewell,Rabi,MTU1010,Tamil Nadu,6.35
1442.9,36.9,33.4,46.4,6.25,76.2,73.4,20.8,340.2,Rainfed,Kharif,Basmati,Tamil Nadu,6.06
1882.6,33.5,26.6,37.9,7.48,33.3,38.1,115.8,107.4,Rainfed,Kharif,Swarna,Andhra Pradesh,8.9
1763.3,20.0,16.0,25.6,6.54,83.8,109.8,80.8,256.0,Canal,Kharif,MTU1010,Tamil Nadu,10.96
1030.4,33.8,30.6,39.6,7.64,51.8,20.3,156.5,289.6,Borewell,Rabi,Swarna,West Bengal,4.81
1549.3,33.3,25.8,38.4,7.63,53.4,81.1,69.2,366.4,Rainfed,Kharif,Basmati,Andhra Pradesh,6.63
1124.3,20.2,12.7,26.0,5.81,115.9,50.6,119.8,355.6,Rainfed,Rabi,IR64,Andhra Pradesh,8.71
1105.4,26.7,22.6,33.2,6.07,16.9,79.3,6.6,174.0,Rainfed,Kharif,MTU1010,Punjab,6.02
229.5,30.9,24.0,35.2,6.87,71.5,18.9,149.7,216.5,Canal,Kharif,IR64,Andhra Pradesh,0.11
252.3,28.1,24.9,32.9,4.89,98.4,47.2,90.0,320.4,Canal,Kharif,Basmati,Andhra Pradesh,5.58
1059.1,34.0,29.6,38.6,6.13,127.8,12.9,50.3,239.5,Rainfed,Rabi,MTU1010,Andhra Pradesh,6.79
537.7,27.7,21.5,31.9,5.02,113.9,116.3,20.3,142.4,Canal,Kharif,Swarna,Tamil Nadu,5.14
42.1,22.8,16.0,29.7,7.47,159.5,25.7,102.5,380.2,Rainfed,Kharif,Swarna,West Bengal,0.24
1445.7,37.6,34.5,43.6,7.8,178.6,119.2,119.4,399.1,Rainfed,Kharif,Swarna,Punjab,7.25
65.0,24.4,19.7,34.0,5.0,168.7,50.2,13.7,373.2,Borewell,Kharif,MTU1010,Punjab,0.71
1190.6,32.9,28.8,37.5,6.84,137.5,8.6,26.3,138.3,Borewell,Kharif,MTU1010,Andhra Pradesh,8.09
1078.4,22.6,14.6,32.1,6.73,123.5,2.1,61.7,96.9,Borewell,Kharif,Swarna,Andhra Pradesh,7.21
1937.6,25.9,19.6,30.4,7.16,6.4,71.9,136.3,197.3,Rainfed,Rabi,Basmati,Andhra Pradesh,8.37
968.4,28.0,22.9,35.7,6.94,96.0,73.8,157.3,313.9,Canal,Kharif,IR64,Tamil Nadu,9.3
127.2,23.5,20.1,28.9,5.26,119.5,63.0,119.2,108.1,Borewell,Kharif,Basmati,Andhra Pradesh,0.47
1103.4,28.1,22.1,37.1,5.52,74.3,8.0,0.9,162.6,Canal,Kharif,Basmati,Punjab,6.43
1682.2,22.8,16.6,27.2,5.08,69.3,39.8,144.6,60.6,Canal,Kharif,MTU1010,Andhra Pradesh,8.09
1993.7,30.1,23.0,39.8,7.72,97.7,43.1,4.2,280.6,Canal,Rabi,Swarna,Punjab,7.36
860.7,31.9,27.5,36.2,6.33,163.2,84.6,143.5,295.0,Canal,Rabi,MTU1010,Punjab,10.21
640.6,21.1,13.2,26.6,7.92,47.0,50.3,65.7,198.2,Canal,Kharif,Basmati,West Bengal,4.61
1813.3,35.7,30.5,42.5,6.07,71.8,68.8,118.7,295.0,Canal,Rabi,IR64,Andhra Pradesh,8.24
382.5,23.3,18.9,31.9,6.43,117.6,34.4,13.9,257.8,Canal,Kharif,Swarna,Punjab,5.75
1230.9,24.1,19.3,33.8,7.26,33.5,87.1,26.4,371.8,Borewell,Rabi,IR64,West Bengal,6.91
811.4,31.9,26.3,38.5,7.29,150.3,5.6,72.1,234.6,Canal,Kharif,Swarna,Tamil Nadu,8.14
82.2,28.4,20.8,37.0,5.31,119.9,118.6,6.2,142.7,Canal,Rabi,IR64,Tamil Nadu,0.65
694.6,29.0,22.3,37.4,5.51,63.4,77.0,62.4,291.9,Borewell,Kharif,IR64,Tamil Nadu,6.47
530.5,22.3,16.4,29.7,4.84,130.0,17.9,120.3,22.7,Canal,Kharif,Basmati,Punjab,1.14
1372.2,34.5,30.7,42.6,7.32,50.3,86.1,104.8,190.5,Canal,Kharif,MTU1010,Tamil Nadu,7.15
1897.6,31.1,27.4,35.3,7.28,139.4,94.4,56.3,386.4,Borewell,Kharif,Basmati,Tamil Nadu,11.06
536.1,22.4,16.9,29.1,4.78,12.7,94.6,1.4,282.1,Rainfed,Kharif,MTU1010,Andhra Pradesh,3.48
1622.9,26.7,20.1,35.4,5.4,76.8,32.5,43.1,399.4,Canal,Rabi,Swarna,Punjab,6.18
110.7,34.6,27.8,41.4,6.07,47.1,115.0,124.2,157.1,Rainfed,Rabi,Basmati,West Bengal,0.89
1076.2,30.2,26.1,39.5,6.4,147.0,2.1,54.5,157.2,Rainfed,Kharif,MTU1010,Tamil Nadu,7.66
141.1,22.0,18.5,31.0,6.33,135.5,45.6,60.4,23.8,Rainfed,Kharif,IR64,West Bengal,0.21
1868.1,26.7,21.8,35.9,7.94,151.5,12.5,11.9,144.3,Rainfed,Kharif,MTU1010,Tamil Nadu,7.41
1532.7,24.4,16.8,29.1,7.17,117.3,46.2,96.3,56.5,Borewell,Rabi,MTU1010,Andhra Pradesh,8.5
1315.9,29.3,23.6,34.8,4.9,143.2,6.9,99.5,158.2,Canal,Kharif,IR64,Tamil Nadu,7.93
1647.8,35.2,30.6,39.4,5.53,79.0,77.4,68.9,0.8,Canal,Kharif,IR64,Andhra Pradesh,0.1
1295.0,27.9,23.2,37.7,5.71,122.1,7.5,121.7,175.3,Rainfed,Rabi,IR64,West Bengal,7.69
1937.9,27.8,24.1,33.2,5.6,5.6,73.9,140.3,375.7,Borewell,Kharif,IR64,Punjab,10.77
1427.9,36.3,30.9,42.5,7.25,158.5,28.1,120.1,304.9,Borewell,Rabi,Basmati,Andhra Pradesh,8.87
1849.3,30.4,23.4,36.0,5.76,123.3,21.5,87.1,96.5,Borewell,Kharif,MTU1010,Punjab,9.83
1034.3,30.2,22.3,34.4,6.22,155.9,41.6,149.7,108.0,Canal,Kharif,Basmati,Punjab,9.52
234.1,24.7,19.2,30.3,6.37,138.8,76.9,61.2,123.7,Rainfed,Kharif,IR64,Tamil Nadu,1.02
1056.4,30.9,27.1,35.5,5.45,51.5,69.4,104.8,37.1,Rainfed,Kharif,IR64,Tamil Nadu,0.28
253.7,30.4,24.0,36.7,5.63,49.1,81.7,92.0,396.8,Borewell,Kharif,Swarna,Andhra Pradesh,5.68
1185.0,27.1,20.4,36.9,7.23,143.9,110.3,134.7,267.1,Canal,Kharif,MTU1010,West Bengal,11.84
965.0,37.8,34.5,46.0,7.53,33.2,24.4,79.9,295.4,Canal,Kharif,Swarna,Tamil Nadu,3.58
1245.2,35.9,28.6,44.1,4.63,19.9,49.6,88.6,277.9,Rainfed,Rabi,Swarna,Tamil Nadu,3.88
20.1,33.5,26.3,40.2,6.62,2.7,31.9,72.6,186.0,Canal,Rabi,IR64,Punjab,0.94
389.7,29.7,24.3,38.5,6.72,53.7,70.4,22.5,326.5,Canal,Kharif,IR64,Tamil Nadu,5.02
982.7,28.3,22.5,37.8,7.08,17.9,34.0,141.8,95.1,Rainfed,Kharif,Basmati,West Bengal,6.1
1901.0,23.3,16.8,33.1,6.93,144.3,67.0,137.9,155.3,Rainfed,Kharif,Basmati,West Bengal,12.3
767.2,25.5,19.1,30.1,7.57,87.2,98.8,112.4,130.3,Canal,Kharif,Basmati,Punjab,6.66
848.7,33.9,30.8,43.2,4.77,45.5,66.1,55.6,381.0,Borewell,Rabi,Basmati,Andhra Pradesh,3.68
1429.4,28.2,24.6,33.5,5.86,108.4,100.6,56.8,15.6,Canal,Rabi,Swarna,Andhra Pradesh,0.83
1207.6,35.9,32.1,42.3,7.24,12.7,73.4,5.8,30.2,Borewell,Kharif,IR64,Andhra Pradesh,1.07
597.9,22.7,15.9,28.7,7.46,130.7,104.4,12.4,382.4,Rainfed,Kharif,Basmati,Punjab,7.93
821.6,29.2,23.9,37.2,5.43,90.3,111.7,82.2,275.0,Canal,Rabi,MTU1010,Tamil Nadu,6.51
435.4,31.6,25.9,39.2,6.55,1.2,60.9,8.0,254.4,Rainfed,Kharif,Swarna,West Bengal,3.75
1932.0,29.3,22.4,34.0,5.13,57.5,94.9,15.9,327.7,Rainfed,Kharif,Swarna,Punjab,6.85
261.3,36.0,31.3,44.7,7.48,135.0,56.3,40.2,366.7,Rainfed,Kharif,Swarna,Punjab,4.36
743.7,37.8,31.1,44.5,7.06,33.9,84.6,59.8,358.5,Rainfed,Rabi,MTU1010,Punjab,4.01
51.7,22.1,16.9,26.1,5.28,173.1,4.5,78.3,355.9,Borewell,Kharif,MTU1010,West Bengal,0.06
443.6,22.3,17.5,28.8,6.68,161.4,116.0,51.9,335.5,Rainfed,Rabi,MTU1010,Tamil Nadu,7.13
1560.9,22.3,17.7,29.4,6.28,140.1,107.3,150.5,48.2,Borewell,Kharif,Swarna,Punjab,12.01
402.4,32.3,24.4,36.7,5.41,14.1,107.2,152.1,254.1,Borewell,Rabi,Swarna,Andhra Pradesh,4.32
160.1,26.7,19.8,31.6,7.63,63.7,33.8,9.0,196.4,Rainfed,Kharif,IR64,West Bengal,0.4
948.9,33.2,30.1,43.2,5.02,53.7,34.0,157.7,312.2,Canal,Kharif,Basmati,Tamil Nadu,5.12
19.9,27.3,19.5,36.5,6.14,24.8,48.3,27.7,382.1,Canal,Kharif,MTU1010,West Bengal,0.16
169.5,31.3,24.4,36.1,6.54,179.9,105.6,53.0,145.8,Borewell,Kharif,IR64,Andhra Pradesh,0.43
1615.3,33.9,30.1,41.3,7.38,26.5,103.0,133.9,301.9,Canal,Kharif,Basmati,Punjab,7.82
1542.9,29.9,26.5,36.1,5.03,56.8,34.7,110.0,84.8,Rainfed,Kharif,Basmati,Punjab,5.95
1830.3,29.7,25.2,37.0,6.63,158.4,65.0,9.3,168.6,Canal,Kharif,Swarna,Tamil Nadu,10.7
1709.0,21.6,15.5,28.4,4.52,26.0,57.0,123.9,289.2,Borewell,Rabi,IR64,Tamil Nadu,6.89
1366.4,27.4,21.3,31.7,7.38,84.5,78.1,106.1,34.8,Rainfed,Rabi,Basmati,Tamil Nadu,0.49
104.7,29.8,25.4,35.7,5.32,175.6,25.7,152.1,344.8,Rainfed,Kharif,IR64,Punjab,0.75
1565.7,28.3,23.1,33.1,7.02,44.5,10.2,145.6,366.8,Rainfed,Kharif,IR64,West Bengal,9.91
1691.0,36.2,32.2,43.1,6.61,126.6,3.3,156.0,348.8,Canal,Kharif,IR64,Punjab,9.14
1598.2,36.3,33.1,45.8,4.68,14.4,45.8,72.8,0.3,Borewell,Kharif,IR64,Tamil Nadu,0.16
1017.0,34.8,29.2,44.8,5.14,108.2,113.6,113.0,321.4,Rainfed,Kharif,Basmati,Tamil Nadu,5.77
465.8,26.8,22.0,36.4,5.44,61.0,82.2,153.9,358.8,Borewell,Rabi,Swarna,West Bengal,4.92
1690.7,32.9,27.2,42.8,7.6,125.9,89.9,0.3,393.5,Borewell,Rabi,Swarna,Tamil Nadu,6.05
1454.3,27.1,19.4,31.2,6.18,77.9,113.4,126.2,13.4,Canal,Rabi,Swarna,Andhra Pradesh,0.87
1961.5,24.2,20.5,32.6,7.7,53.8,50.6,8.6,225.5,Canal,Kharif,Basmati,Punjab,7.01
311.4,26.2,23.2,31.8,4.67,98.3,56.9,159.8,352.8,Canal,Rabi,Basmati,Punjab,5.51
451.3,21.3,17.9,30.5,4.52,25.1,43.1,2.2,292.4,Rainfed,Rabi,IR64,Punjab,2.02
423.6,26.0,20.7,34.9,7.82,146.6,21.8,88.8,341.7,Borewell,Rabi,Swarna,Punjab,5.54
1585.1,28.3,21.8,34.8,7.03,135.1,92.0,83.3,279.4,Borewell,Kharif,Basmati,Tamil Nadu,11.0
373.8,37.2,31.3,44.0,7.24,98.1,108.8,48.8,9.7,Rainfed,Kharif,Swarna,Tamil Nadu,0.7
133.3,25.6,20.2,31.2,7.71,66.1,97.7,117.2,351.3,Rainfed,Kharif,MTU1010,West Bengal,0.58
1997.1,36.2,31.5,42.0,7.95,164.7,5.7,41.1,247.1,Rainfed,Kharif,IR64,Punjab,6.55
49.6,24.1,19.6,34.0,4.84,114.2,35.9,46.5,99.0,Canal,Rabi,Swarna,Punjab,0.78
1670.5,23.4,18.6,32.8,5.05,51.3,71.1,28.9,271.9,Rainfed,Kharif,MTU1010,Punjab,6.36
730.7,29.3,23.3,34.5,5.16,145.2,39.3,114.3,205.8,Canal,Kharif,Swarna,Punjab,6.22
1683.2,32.1,28.3,37.8,7.36,114.3,18.0,27.2,287.0,Canal,Kharif,IR64,West Bengal,9.27
1109.2,20.8,13.9,25.4,5.74,22.9,64.6,143.6,189.1,Canal,Rabi,MTU1010,Andhra Pradesh,7.67
1803.3,24.0,18.1,33.9,6.58,20.6,62.6,46.1,41.0,Canal,Kharif,Basmati,Punjab,8.26
1852.4,28.2,23.9,37.6,7.49,168.9,85.2,83.0,364.9,Borewell,Rabi,Swarna,Punjab,12.29
18.2,26.0,20.5,33.3,6.89,51.8,120.0,76.0,273.2,Rainfed,Rabi,Basmati,Punjab,1.14
150.8,32.8,25.0,41.0,4.73,119.4,77.8,112.4,285.6,Canal,Rabi,Swarna,Tamil Nadu,1.14
500.7,29.2,26.1,37.7,6.06,6.6,38.0,37.4,307.0,Canal,Kharif,MTU1010,Tamil Nadu,4.58
1338.6,22.9,18.9,28.1,4.74,100.2,114.8,134.2,204.9,Rainfed,Kharif,IR64,Tamil Nadu,8.0
1776.5,36.1,30.9,45.7,6.18,41.6,68.6,118.1,285.5,Rainfed,Kharif,IR64,Punjab,7.29
919.9,25.3,19.1,32.4,5.27,25.1,77.5,54.8,84.7,Canal,Kharif,IR64,Punjab,5.36
1213.9,33.2,29.1,37.7,4.5,139.2,42.9,19.2,187.5,Rainfed,Kharif,MTU1010,Tamil Nadu,6.18
377.0,34.0,26.4,40.4,7.35,145.7,54.2,80.8,276.6,Rainfed,Kharif,Swarna,Tamil Nadu,4.81
1609.9,37.3,31.1,44.9,7.89,128.7,50.2,156.9,322.0,Borewell,Kharif,Basmati,West Bengal,6.91
1934.7,29.0,21.6,35.1,7.87,2.0,112.3,3.9,387.2,Rainfed,Kharif,Swarna,Tamil Nadu,7.04
537.2,31.1,26.4,39.3,5.55,51.3,97.2,135.2,344.3,Rainfed,Kharif,IR64,Tamil Nadu,7.15
989.7,26.0,18.9,35.3,7.4,65.0,10.9,112.0,16.6,Borewell,Kharif,Basmati,Andhra Pradesh,0.38
172.2,32.2,27.3,40.8,6.88,124.4,37.7,29.3,70.7,Rainfed,Kharif,Swarna,West Bengal,0.34
1118.3,28.3,24.1,36.2,7.3,136.0,6.7,76.2,271.8,Rainfed,Kharif,Basmati,West Bengal,8.43
1005.6,27.9,20.3,35.0,7.46,113.0,62.0,100.4,32.8,Rainfed,Kharif,IR64,West Bengal,0.95
288.9,35.4,31.9,40.9,7.93,142.0,33.5,111.5,398.1,Canal,Rabi,IR64,West Bengal,4.09
884.1,20.9,13.2,27.6,5.03,76.9,8.8,147.4,188.5,Rainfed,Kharif,Swarna,Punjab,5.24
668.2,35.9,30.6,41.6,7.19,97.5,92.6,139.7,274.6,Borewell,Rabi,IR64,Punjab,6.15
1043.7,35.3,27.4,44.9,7.07,11.6,10.9,52.5,19.1,Rainfed,Kharif,Swarna,West Bengal,0.25
1171.3,29.1,23.4,38.6,5.51,76.9,32.6,19.2,172.2,Canal,Kharif,IR64,West Bengal,7.2
17.0,28.8,22.0,33.8,5.87,77.9,92.6,16.7,95.8,Rainfed,Kharif,MTU1010,Tamil Nadu,1.02
1522.0,26.5,23.5,35.4,5.12,110.1,61.4,155.0,41.9,Rainfed,Kharif,MTU1010,West Bengal,8.26
1426.0,37.9,32.4,46.1,7.7,68.0,98.1,152.9,269.0,Borewell,Kharif,IR64,Punjab,7.04
732.6,22.0,15.3,31.9,7.58,42.9,49.7,131.1,390.7,Borewell,Rabi,Basmati,West Bengal,5.18
105.9,30.6,23.7,37.4,6.65,42.8,97.8,156.9,122.0,Rainfed,Rabi,Basmati,Punjab,0.94
1509.9,32.3,28.5,40.6,6.29,24.1,64.6,43.9,371.4,Rainfed,Kharif,Basmati,West Bengal,6.18
1910.4,36.8,31.7,43.9,5.32,126.2,10.6,132.1,1.2,Canal,Kharif,IR64,West Bengal,0.43
480.3,34.0,28.9,38.5,7.26,112.1,56.6,80.4,265.2,Canal,Rabi,MTU1010,West Bengal,6.7
647.0,31.6,28.1,35.9,4.53,104.3,66.4,127.9,212.3,Canal,Kharif,MTU1010,Tamil Nadu,6.02
367.6,22.1,16.9,26.8,6.12,95.6,73.5,97.7,147.6,Borewell,Kharif,IR64,Punjab,6.16
1153.9,26.7,19.7,32.5,7.51,66.2,111.3,135.4,167.0,Canal,Rabi,IR64,Andhra Pradesh,6.88
309.7,22.5,18.0,28.1,6.66,138.4,22.0,63.6,240.3,Canal,Kharif,Basmati,Tamil Nadu,6.9
